skill_uri,preferred_label,alternative_labels,description,skill_type,reuse_level,broader_skill_uris,broader_skill_labels,status
http://data.europa.eu/esco/skill/e5ad0cce-e3d5-4c60-8504-5d1c7e3b55b9,electrical equipment components,typology of electrical equipment components | electrical wires | kinds of electrical equipment components | types of electrical equipment components | switches | circuit breakers | components of electrical equipment,"The essential components of a certain electrical product, such as electrical wires, circuit breakers, and switches.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/f4b3b063-02df-4a92-bb0e-d01e45642c6f,in-circuit test,check manufacture of PCBs | FICT | assess printed circuit boards | in-circuit testing | ICT | check manufacture of printed circuit boards | testing in-circuit | assess PCBs | fixtureless in-circuit test,"Test to assess the correct manufacture of printed circuit boards (PCB). The in-circuit test (ICT) tests for shorts, resistance, and capacitance, and can be performed with a ""bed of nails"" tester or with a fixtureless in-circuit test (FICT).",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/25b973c6-68ea-4ff7-bd26-aa76bd08b62a,hydraulic fluid,pneumatic oils | pneumatic mineral oils | hydraulic mineral oils | pneumatic streams | hydraulic streams | pneumatic liquids | hydraulic oils | hydraulic liquids,"The various types, qualities and applications of hydraulic fluids used in metalworking processes such as forging and moulding, consisting out of mineral oils and water.",knowledge,cross-sector skills and competences,http://data.europa.eu/esco/skill/87b1c959-236d-4761-b3be-b1c729497f75,fluid mechanics,released
http://data.europa.eu/esco/skill/a6ebf2f1-9fc7-404f-80fa-38473b58f23f,leather chemistry,chemical properties of leather | tanning chemistry | the chemistry of leather | chemical composition and properties of leather | leather chemistry monitoring | leather chemistry properties,Chemical composition and chemical properties of hide/skin and chemicals used and their modification during the different tanning processes. Reactions between hide/skin or semi-finished leather and chemical products during the different phases of process and the factors affecting the performance of the reactions and of the process. Monitoring of the chemical indicators of processing and the characteristics of skins/hides/leather.,knowledge,sector specific skills and competences,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,released
http://data.europa.eu/esco/skill/ee762b34-5a0e-4dc6-b386-5930bb3e3c25,metal coating technologies,metal coating machinery | hi tech metal coating | covering and finishing automation | covering and finishing mechanisation | metal coating automation | hi tech covering and finishing | covering and finishing machinery | metal coating mechanisation,The various processes and technologies used for to coating and painting fabricated metal workpieces.,knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,telecom regulations,Electronic Communications Code,"Code of rules to protect telecommunication consumers, ensuring high standards of communication services such as equivalent and affordable access, connectivity, transparency of contracts or security against malware. The regulation covers web-based and traditional services. ",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/a88c4bdc-73f8-437d-b268-02cb813a99ca,manufacturing of furniture,manufacture of furniture | fabrication of furniture | generation of furniture | making of furniture | production of furniture,"The manufacture of all types of office, shop, kitchen or other furniture such as chairs, tables, sofas, shelves, benches and more, in various types of material such as wood, glass, metal or plastic.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/b8b2a035-38f0-4c0e-94ee-edefc266c643,microelectromechanical systems,miniaturised electro-mechanical systems | typology of microelectromechanical systems | micro-electro-mechanical systems | typology of miniaturised electromechanical systems | types of miniaturised electro-mechanical systems | types of microelectromechanical systems | types of miniaturised electromechanical systems | types of MEMS | typology of MEMS | typology of miniaturised electro-mechanical systems | MEMS | miniaturised electromechanical systems | typology of micro-electro-mechanical systems | types of micro-electro-mechanical systems,"Microelectromechanical systems (MEMS) are miniaturised electromechanical systems made using processes of microfabrication. MEMS consist of microsensors, microactuators, microstructures, and microelectronics. MEMS can be used in a range of appliances, such as ink jet printer heads, digital light processors, gyroscopes in smart phones, accelerometers for airbags, and miniature microphones.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/2fd40b98-4b70-439a-981e-539b52d7f038,demining operations,mine clearance work | demining work | demining processes | mine clearance processes | demining activities | mine clearance operations | mine clearance activities,"The regulations and procedures involved in the search for identification of land mines, and the procedures of removing and disarming the land mines.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,solar energy,solar technology | solar energy | solar power | STE | solar thermal energy | photovoltaic energy | energy from the sun | sun energy | energy from sunlight | renewable solar,"The energy which originates from light and heat from the sun, and which can be harnessed and used as a renewable source of energy using different technologies, such as photovoltaics (PV) for electricity production and solar thermal energy (STE) for thermal energy generation.",knowledge,cross-sector skills and competences,http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,renewable energy,released
http://data.europa.eu/esco/skill/b2b970ad-0276-4069-ba31-899a53191b95,biofilter systems,types of biofilter systems | range of bio-filter systems | range of biofilter systems | typology of bio-filter equipment | typology of biofilter equipment | typology of biofilter systems | biofilter equipment | range of bio-filter equipment | types of bio-filter equipment | types of biofilter equipment | typology of bio-filter systems | bio-filter equipment | bio-filter systems | range of biofilter equipment | types of bio-filter systems,The techniques used to control pollution via biofiltration processes.,knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/4940d889-a185-4176-a920-46b88cbe0d8c,electrical wire accessories,accessories for electric wire | electrical wiring accessories | cable products | accessories for electrical wiring | accessories for electrical wire,"Electrical wire and cable products and accessories, such as electrical connectors, splices, and wire insulation.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/19ec88aa-c0b1-4515-ba10-56b6cf27369e,electronic equipment standards,regulations regarding electronic equipment | international electronic equipment standards | standards regarding electronic equipment | national electronic equipment standards | regulations for electronic equipment | regulations covering electronic equipment | standards covering electronic equipment | standards for electronic equipment | national electronic equipment regulations | international electronic equipment regulations,"The national and international quality and safety standards and regulations with regards to the use and manufacture of electronic equipment and its components, such as semiconductors and printed circuit boards.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/629c9139-8a87-447b-8f61-bfe678cf3e7c,types of maritime vessels,ship classifications | ship types | different types of maritime vessels | variety of maritime vessels | modes of maritime transport | kinds of ships | ship varieties | kinds of maritime vessels | categories of ships | categories of maritime vessels | types of ships | forms of maritime transport,"Various types of maritime vessels such as container ships, passenger ships and fishing vessels, and their characteristics and specifications, security, technical, and maintenance requirements.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,understand spoken Catalan,interpret spoken Catalan | understand spoken Valencian | understand Catalan speech | comprehend spoken Catalan | make sense of spoken Catalan | listen to Valencian | listen to Catalan | understanding spoken Catalan,Comprehend orally expressed ​Catalan.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,Catalan,released
http://data.europa.eu/esco/skill/34085657-5d64-4a68-abef-e5b7df3b3d46,understand written Catalan,interpret written Catalan | comprehend written Catalan | make sense of written Catalan | understand Catalan writing | understanding written Catalan | read Catalan | read Valencian,Read and comprehend written texts in ​Catalan.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,Catalan,released
http://data.europa.eu/esco/skill/0dc4ee3d-3e51-4765-bc1c-996707beeea1,understand written Sardinian,understanding written Sardinian | understand Sardinian writing | make sense of written Sardinian | read Sardinian | comprehend written Sard | comprehend written Sardu | comprehend written Sardinian | interpret written Sardinian,Read and comprehend written texts in ​Sardinian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,Sardinian,released
http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,interact verbally in Catalan,be fluent in Catalan | interacting verbally in Catalan | communicate verbally in Catalan | speak Catalan | verbally interact in Catalan,Communicate orally in Catalan.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,Catalan,released
http://data.europa.eu/esco/skill/2704b00a-5d70-40ad-997d-212b323fb32d,understand written Turkish,understanding written Turkish | make sense of written Turkish | understand Turkish writing | read Turkish | comprehend written Turkish | interpret written Turkish,Read and comprehend written texts in Turkish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,Turkish,released
http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,understand spoken Turkish,comprehend spoken Turkish | understand Turkish speech | listen to Turkish | understanding spoken Turkish | make sense of spoken Turkish | interpret spoken Turkish,Comprehend orally expressed Turkish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,Turkish,released
http://data.europa.eu/esco/skill/20d51474-58e1-4fb3-aec3-57bdc187c5ce,write Turkish,writing Turkish | correspond in written Turkish | show competency in written Turkish,Compose written texts in Turkish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,Turkish,released
http://data.europa.eu/esco/skill/0b8a3319-54be-4b35-8425-c31d1f42f186,write Sanskrit,write Sanskrit,Compose written texts in Sanskrit.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/45289df8-d02d-4f08-9802-2c7deae944ad,Sanskrit,released
http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,write Spanish,show competency in written Spanish | writing Spanish | write Castilian | correspond in written Spanish,Compose written texts in Spanish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,Spanish,released
http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,understand spoken Spanish,interpret spoken Spanish | understanding spoken Spanish | comprehend spoken Spanish | understand Spanish speech | make sense of spoken Spanish | listen to Spanish | listen to Castilian,Comprehend orally expressed Spanish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,Spanish,released
http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,write Urdu,writing Urdu | show competency in written Urdu | correspond in written Urdu,Compose written texts in Urdu.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,Urdu,released
http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,interact verbally in Russian,communicate verbally in Russian | interacting verbally in Russian | speak Russian | be fluent in Russian | verbally interact in Russian,Communicate orally in Russian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,Russian,released
http://data.europa.eu/esco/skill/4c5a2793-c18d-40b9-832d-af8e07f0f171,write Icelandic,show competency in written Icelandic | correspond in written Icelandic | writing Icelandic,Compose written texts in Icelandic.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,Icelandic,released
http://data.europa.eu/esco/skill/e58ea17c-1442-4b34-8ec6-0587a5fb55a6,understand written Greek,make sense of written Greek | comprehend written Greek | interpret written Greek | understanding written Greek | understand Greek writing | read Greek,Read and comprehend written texts in Greek.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek,released
http://data.europa.eu/esco/skill/3cccda28-82cc-4e47-9442-af0cb4d64016,write Serbian,show competency in written Serbian | writing Serbian | correspond in written Serbian,Compose written texts in Serbian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian,released
http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,write Greek,correspond in written Greek | writing Greek | show competency in written Greek,Compose written texts in Greek.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek,released
http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,understand spoken Bulgarian,make sense of spoken Bulgarian | interpret spoken Bulgarian | understanding spoken Bulgarian | comprehend spoken Bulgarian | listen to Bulgarian | understand Bulgarian speech,Comprehend orally expressed Bulgarian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian,released
http://data.europa.eu/esco/skill/1658c54a-05f7-4bde-a2f0-be67bfbda596,interact verbally in Icelandic,speak Icelandic | be fluent in Icelandic | verbally interact in Icelandic | communicate verbally in Icelandic | interacting verbally in Icelandic,Communicate orally in Icelandic.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,Icelandic,released
http://data.europa.eu/esco/skill/46d20520-381c-40c9-9de5-f635d0755923,understand written Bulgarian,understanding written Bulgarian | comprehend written Bulgarian | read Bulgarian | understand Bulgarian writing | interpret written Bulgarian | make sense of written Bulgarian,Read and comprehend written texts in Bulgarian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian,released
http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,interact verbally in Yiddish,be fluent in Yiddish | interacting verbally in Yiddish | communicate verbally in Yiddish | speak Yiddish | verbally interact in Yiddish,Communicate orally in ​Yiddish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish,released
http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,understand spoken Icelandic,understand Icelandic speech | listen to Icelandic | make sense of spoken Icelandic | interpret spoken Icelandic | comprehend spoken Icelandic | understanding spoken Icelandic,Comprehend orally expressed Icelandic.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,Icelandic,released
http://data.europa.eu/esco/skill/10323914-77bf-41f2-b081-42b6e972d08d,understand written Icelandic,interpret written Icelandic | comprehend written Icelandic | understand Icelandic writing | make sense of written Icelandic | read Icelandic | understanding written Icelandic,Read and comprehend written texts in Icelandic.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,Icelandic,released
http://data.europa.eu/esco/skill/d937b5aa-8337-4d47-8281-6a67c905569a,understand spoken Yiddish,interpret spoken Yiddish | comprehend spoken Yiddish | make sense of spoken Yiddish | listen to Yiddish | understanding spoken Yiddish | understand Yiddish speech,Comprehend orally expressed Yiddish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish,released
http://data.europa.eu/esco/skill/2adb5796-fe66-4971-a57b-b9936a7cab68,understand spoken Malay,interpret spoken Malay | comprehend spoken Malay | listen to Malay | make sense of spoken Malay | understand Malay speech | understanding spoken Malay,Comprehend orally expressed Malay.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay,released
http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,understand spoken Greek,make sense of spoken Greek | comprehend spoken Greek | understanding spoken Greek | understand Greek speech | listen to Greek | interpret spoken Greek,Comprehend orally expressed Greek.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek,released
http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,understand spoken Serbian,understand Serbian speech | make sense of spoken Serbian | interpret spoken Serbian | comprehend spoken Serbian | listen to Serbian | understanding spoken Serbian,Comprehend orally expressed Serbian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian,released
http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,write Welsh,show competency in written Welsh | correspond in written Welsh | writing Welsh,Compose written texts in Welsh.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,Welsh,released
http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,understand spoken Albanian,understand Albanian speech | understanding spoken Albanian | listen to Albanian | comprehend spoken Albanian | interpret spoken Albanian | make sense of spoken Albanian,Comprehend orally expressed ​Albanian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanian,released
http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,write Yiddish,show competency in written Yiddish | correspond in written Yiddish | writing Yiddish,Compose written texts in Yiddish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish,released
http://data.europa.eu/esco/skill/fb299aca-b999-4829-9a40-f8379ac006f4,interact verbally in Malay,interacting verbally in Malay | speak Malay | speak Malaysian | communicate verbally in Malay | be fluent in Malay | verbally interact in Malay,Communicate orally in Malay.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay,released
http://data.europa.eu/esco/skill/450e047f-bb60-4eaa-bbcf-5e7af43e7f2a,write Bulgarian,correspond in written Bulgarian | show competency in written Bulgarian | writing Bulgarian,Compose written texts in Bulgarian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian,released
http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,understand written Serbian,read Serbian | interpret written Serbian | comprehend written Serbian | understanding written Serbian | understand Serbian writing | make sense of written Serbian,Read and comprehend written texts in Serbian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian,released
http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,interact verbally in Bulgarian,interacting verbally in Bulgarian | verbally interact in Bulgarian | speak Bulgarian | communicate verbally in Bulgarian | be fluent in Bulgarian,Communicate orally in Bulgarian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian,released
http://data.europa.eu/esco/skill/2eac15c1-fe9a-4b53-9f4e-b74747d665e5,understand written Malay,interpret written Malay | make sense of written Malay | understand Malay writing | comprehend written Malaysian | comprehend written Malay | read Malay | understanding written Malay,Read and comprehend written texts in Malay.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay,released
http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,understand written Yiddish,interpret written Yiddish | comprehend written Yiddish | make sense of written Yiddish | understand Yiddish writing | understanding written Yiddish | read Yiddish,Read and comprehend written texts in Yiddish.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish,released
http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,interact verbally in Serbian,speak Serbian | interacting verbally in Serbian | communicate verbally in Serbian | be fluent in Serbian | verbally interact in Serbian,Communicate orally in Serbian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian,released
http://data.europa.eu/esco/skill/19b04a30-2e1d-4893-a86c-bde277765c7f,write Lithuanian,writing Lithuanian | correspond in written Lithuanian | show competency in written Lithuanian,Compose written texts in Lithuanian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,Lithuanian,released
http://data.europa.eu/esco/skill/5885fe45-0fd8-4eea-ac55-f46d46a44e6c,interact verbally in Albanian,be fluent in Albanian | verbally interact in Albanian | speak Albanian | communicate verbally in Albanian | interacting verbally in Albanian,Communicate orally in ​Albanian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanian,released
http://data.europa.eu/esco/skill/3cb08443-192d-475b-89ce-15901ed1a900,interact verbally in Slovak,be fluent in Slovak | speak Slovak | verbally interact in Slovak | communicate verbally in Slovak | interacting verbally in Slovak,Communicate orally in Slovak.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,Slovak,released
http://data.europa.eu/esco/skill/021c8a09-6b8d-4708-a5dd-17677e846640,understand spoken Luxembourgish,understanding spoken Luxembourgish | make sense of spoken Luxembourgish | understand Luxembourgish speech | understand spoken Luxembourgish | comprehend spoken Luxembourgish | listen to Luxembourgish | interpret spoken Luxembourgish,Comprehend orally expressed Luxembourgish.,knowledge,transversal skills and competences,http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,Luxembourgish,released
http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,understand spoken Lithuanian,understanding spoken Lithuanian | listen to Lithuanian | make sense of spoken Lithuanian | interpret spoken Lithuanian | comprehend spoken Lithuanian | understand Lithuanian speech,Comprehend orally expressed Lithuanian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,Lithuanian,released
http://data.europa.eu/esco/skill/04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,understand spoken Punjabi,make sense of spoken Punjabi | listen to Panjabi | comprehend spoken Panjabi | understanding spoken Punjabi | listen to Punjabi | understand Punjabi speech | interpret spoken Punjabi | comprehend spoken Punjabi,Comprehend orally expressed Punjabi.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,Punjabi,released
http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,interact verbally in Punjabi,interacting verbally in Punjabi | communicate verbally in Punjabi | speak Punjabi | be fluent in Punjabi | speak Panjabi | verbally interact in Punjabi,Communicate orally in Punjabi.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,Punjabi,released
http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,interact verbally in Lithuanian,interacting verbally in Lithuanian | be fluent in Lithuanian | speak Lithuanian | communicate verbally in Lithuanian | verbally interact in Lithuanian,Communicate orally in Lithuanian.,skill,transversal skills and competences,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,Lithuanian,released
http://data.europa.eu/esco/skill/d7aae88d-3e85-4c86-8584-abed0cecdecd,dry tumbling,arid burr removal | waterless tumbling | arid tumbling | waterless burr removal | dusty tumbling,"The process of tumbling, not employing water to clean and remove burrs, but tumbling metal parts in a dry media and compound mixture in order to smoothen them, creating a hand-buffed appearance.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/58e32d18-1626-4f5a-a9e4-732e22ad3064,batch tank types,batch tank categories | batch tank brands | batch tank varieties | batch tank formats | batching tank types | batch a tank type,"Variety of batch tanks such as vertical batch tanks, vertical batch tanks, cone bottom batch tanks, cone bottom batch tanks, and batch tank lids and their correct operation according to requirements. ",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,types of vehicle engines,green vehicle engines | varieties of  vehicle engines | types of a vehicle engine | type of vehicle engine | flexible fuel vehicles | vehicle engines varieties | types of vehicle engines | electric vehicle engines | brands of  vehicle engines | categories of  vehicle engines | kinds of  vehicle engines | a type of vehicle engine,"Types of car engines in road and racing cars, including those with emerging technologies like hybrids and electric motors, and how they work.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/aadf267e-08f0-4bf3-ae4a-f1670b8e9e5d,offshore renewable energy technologies,technologies for marine renewable energy | technologies for offshore renewable energy | marine renewable energy technologies,"The different technologies used to implement the marine renewable energy to an increasing degree, such as wind, wave and tidal turbines, floating photovoltaics, hydrocratic generators and ocean thermal energy conversion (OTEC).",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/2bf2961c-4794-4713-a47e-f09dbc623e02,types of crosscut saws,sorts of crosscut saws | type of crosscut saw | categories of crosscut saws | varieties of crosscut saws | kinds of crosscut saws,"Be acquainted with the use of different kinds of crosscut saws, which consist mainly of felling and bucking saws.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/1ccde3e7-d2bb-4acb-bc8c-6831d7c13fc8,synthetic fertilisers,synthetic fertilizers | phosphatic  fertilisers | fertilisers which are synthetic | potassium fertilisers | nitrogen  fertilisers,"The description and chemical composition of synthetic fertilisers such as phosphatic, nitrogen and potassium fertilisers.",knowledge,occupation specific skills and competences,,,released
http://data.europa.eu/esco/skill/b8ac179c-4a29-4467-9177-031daf1321d6,packaging engineering,packaging production | packaging within engineering | packaging manufacture | engineering packaging | packaging fabrication | engineering | packing | packaging manufacturing,"The processes of packaging or protecting products for distribution, storage and sale.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,memorise information,remember information | memorise procedures | commit information to memory | memorising information | mnemonics principles | memorise info | learn information by heart | memorize information | memorise facts,"Store information such as words, numbers, pictures and procedures for later retrieval.",skill,transversal skills and competences,,,released
http://data.europa.eu/esco/skill/0e8d16c9-e2db-4862-ac06-1567f01ef806,building systems monitoring technology,systems of building monitoring technology | HVAC systems | lighting systems | M&E systems | security systems | building M&E systems | building monitoring technology systems | building monitoring systems,"Computer-based control systems that monitor mechanical and electrical equipment in a building such as HVAC, security and lighting systems.",knowledge,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/7c127140-3a91-4fe2-b33e-12567d78ef0f,fuel gas,oxyacetylene fuel | oxy-hydrogen fuel gas | oxy-hydrogen fuel fuel | oxy-gasoline fuel gas | oxyacetylene gas | oxy-acetylene fuel | oxy-acetylene fuel gas | oxy-fueloline fuel fuel,"The various qualities, hazards and applications of gaseous fuels, such as oxy-acetylene, oxy-gasoline, oxy-hydrogen and others.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/931d3046-8e66-4aca-bbf1-1dca032c8b15,type of file,"file format | hones, rasps and strops formats | categories of hones, rasps and strops | varieties of file | categories of file | brands of hones, rasps and strops | type of file | varieties of hones, rasps and strops | brands of file","Types of files used for filing metal, wood or plastic workpieces, such as mill files, barrette files, checkering files, coin pointed files, joint round edge files and others.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/f26fa635-1f5e-469c-a1fc-3dea4ab39fc1,metal eroding technology,metal eroding machinery | surface abrasion mechanisation | surface abrasion automation | hi tech surface abrasion | surface abrasion machinery | metal eroding mechanisation | hi tech metal eroding | metal eroding automation,"The various eroding technology and techniques, automated or otherwise, such as electrical discharge machining, die sinking, wire eroding and others.",knowledge,cross-sector skills and competences,,,released
http://data.europa.eu/esco/skill/aa05bfb1-6f84-438e-bd10-6da1a617686f,stabilise pH of starches,stabilise the pH of starches | stabilize pH of starches | maintain the pH of starches | steady the pH of starches | sustain the pH of starches | stabilise the pH of starch | preserve the pH of starches,"Stabilise pH of starches by performing pH tests, adding chemicals for the purpose in adequate quantities.",skill,sector specific skills and competences,,,released
http://data.europa.eu/esco/skill/7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,develop cloud database design | apply design principles for cloud database design | design automated cloud databases | apply design principles for cloud data architecture | design cloud data architecture,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design.",skill,sector specific skills and competences,,,released
